,spa_text,gum_text,origin,origin_details
904,"Después dirá a los del otro lado: «Apártense de mí, malditos, vayan al fuego que no se apaga, preparado para el diablo y sus ángeles.","'Incha gatø atsimay bønrrabelangucha Reybe trenchinrrun cha: “Ñimbe nainukkurri tarømisray cha; kaigyu pønrrønrrai pønsrailøbe, nugwaimandzigweimba, nui ángelesweimba tru managuen kwamø nag tamarig pasrabigumay ambay cha.",bible,Mateo 25 - 41
905,"Porque tuve hambre, y no me dieron de comer; tuve sed, y no me dieron de beber","Na parøgwai uñen, ñimbe mamig srørrmuig køn cha. Pi mulgwai inchen, pi mutchai srørrmøwei indig køn cha.",bible,Mateo 25 - 42
906,"fui un extraño, y no me hospedaron; estaba desnudo y no me vistieron; enfermo y en la cárcel, y no me visitaron».","Na arruatiig chugucha pumikkaig uñen, tab wamab nan ya bebmuig køn cha. Asru chi kemikkaig uñen, ñimbe nan tranmuig køn cha. Na kwanrrø tsub, katø kailan keeri yau na pasrab inchen, ashchab amrrumuig køn” chinrrun cha.",bible,Mateo 25 - 43
907,"Entonces responderán también éstos diciendo: «Señor, ¿cuándo te vimos hambriento o sediento, cuándo fuiste un extraño o estuviste desnudo, enfermo o en la cárcel, y no te socorrimos?».","'Inchen nømbe trenchib pønrrønrrun cha: “Señor, ñune parøgwai uni ashib, pi mulgwai uni ashib, kabe chugucha pumikkaig uni ashib, asru chi kemikkaig uni ashib, kabe kwanrrø tsui ashib, kailan keeri yau pasrai ashib inchendø, ¿namgan ñun purugumuig kuitarru?” chinrrun cha.",bible,Mateo 25 - 44
908,"Y él les responderá: «Les aseguro que cuando dejaron de hacerlo con uno de estos pequeños, dejaron de hacerlo conmigo».","Inchen Reybe trencha løtønrrun chibig køn: “Pøs, nabe ñimun cierton trendamønrrun cha: I nai nunelan chigucha gømøzheelø latailan ñim chigucha marmuibe, nan rreeg marmuig køn cha.",bible,Mateo 25 - 45
909,"E irán éstos al castigo eterno, y los justos a la vida eterna.","Iiløbe managatig purø rrømbøig møra melamnuumay tarømisra amrrun cha. Inchen tru sølgandø tabeløbe managatig øsig purramsrømay amrrun” chinrrun— cha, trenchibig køn Jesúsbe.",bible,Mateo 25 - 46
910,"Cuando terminó Jesús todos estos discursos, dijo a sus discípulos:",Jesús iilan kerrigu chab waminchabe nui kusrenanøb pera uniilan trenchibig køn:,bible,Mateo 26 - 1
911,"–Ya saben que dentro de dos días se celebra la fiesta de la pascua, y el Hijo del hombre será entregado para que lo crucifiquen.",—Ñimguen ashen pa gwalømyube Pascua Fiestan martrab gøn cha. Inchen tru Møg Misra Arrubiibe kurusyu mesraig kønrrai tranig kønrrun— cha.,bible,Mateo 26 - 2
912,"Entonces se reunieron los jefes de los sacerdotes y los ancianos del pueblo en el palacio de Caifás, que era el sumo sacerdote,","Inchen tru urastøwei sacerdotesmeran karubeløba, misagwan karubelø kølli misaameraba Caifás, tru maya sacerdotesmeran nø garub sacerdotei palacioyu tulundzunabelø gøn.",bible,Mateo 26 - 3
913,y acordaron en consejo arrestar a Jesús con engaño y darle muerte.,"Incha Jesúswan chinchagøben tammaytø chi isa gøben kemøra, kwetchab waminchendø,",bible,Mateo 26 - 4
914,"Pero decían: «Durante la fiesta no, pues podría amotinarse el pueblo».","trenchibelø gøn: —Fiesta utu marmønrrab cha, misaamera ke chindi asamgaig inchimønrrain— cha.",bible,Mateo 26 - 5
915,"Se encontraba Jesús en Betania, en casa de Simón el leproso,","Betaniasrø tru Simón leproso taigwei yau Jesús wabene,",bible,Mateo 26 - 6
916,"cuando se acercó a él una mujer con un frasco de alabastro lleno de un perfume muy caro, y lo derramó sobre la cabeza de Jesús mientras estaba sentado a la mesa.","kan ishug alabastro limetayu truba may irrabig netsiig truba nuweyigwan srua, kemalla, Jesús mishatsigu wamnetø, tru may irrabigwan tur bala itølushibig køn.",bible,Mateo 26 - 7
917,"Al ver esto, los discípulos se indignaron y decían: –¿A qué se debe semejante derroche?","Inchen nui kusrenanøb pera uniiløbe ashabe, ishuwan trenchib namabelø gøn: —¿Ke ka yandøbe iigwane chinchabrre lushibig køh? cha.",bible,Mateo 26 - 8
918,Podía haberse vendido en un buen precio y haber dado el dinero a los pobres.,Waachameran purugumig purø nuwei yanøbsruinrrun— cha.,bible,Mateo 26 - 9
919,Jesús se dio cuenta y les dijo: –¿Por qué apenan a esta mujer? Ha hecho una obra buena conmigo.,"Inchen Jesús wetøbeñabe, trenchibig køn: —¿Ishuwane chi chibrren burrøgue? cha. Pøs iig nan mariibe truba tabig maran chibig køn.",bible,Mateo 26 - 10
920,"A los pobres los tienen siempre con ustedes, pero a mí no me tendrán siempre.",Kaguende waachamerane chu uragucha ñimui utu tøgagønrrun cha. Trune nane treeg kønrraamøn cha.,bible,Mateo 26 - 11
921,"Y al derramar ella este perfume sobre mi cuerpo, se ha anticipado a preparar mi sepultura.",Ishug tru may irrabigwan nan asru itølusiibe nan søramigweyasig tamaran cha.,bible,Mateo 26 - 12
922,"Les aseguro que en cualquier parte del mundo en que se anuncie esta buena noticia, será recordada esta mujer y lo que ha hecho.","Pøs nabe ñimun cierton trendamønrrun: Yu pirau chutøgucha Tiuswei tabig srø wam kaigyugurri wesrabigwan eshkab kusrenaniisrømbe tru nø marigwangucha tøga waminchun cha, nun pesannamø, isuig kønrrain— chibig køn.",bible,Mateo 26 - 13
923,"Entonces uno de los Doce, el llamado Judas Iscariote, fue a ver a los jefes de los sacerdotes, y","Judas, tru Iscariote taig, Jesús doce kusrenanøb pera uniilai utuig, sacerdotesmeran karubelan ashchab yabe,",bible,Mateo 26 - 14
924,les dijo: –¿Qué me dan si les entrego a Jesús? Ellos le ofrecieron treinta monedas de plata.,"trenchibig køn: —¿Jesúswan ñimui tasku tranene, nane chi rranrrunrrague?— cha. Inchen nømbe an treinta tranøbelø gøn.",bible,Mateo 26 - 15
925,Y desde ese momento buscaba una oportunidad para entregarlo.,Inchen tru uraskurri Judasbe Jesúswan mandø incha tranamigwan yandø lab mendabig køn.,bible,Mateo 26 - 16
926,El primer día de la fiesta de los panes sin levadura se acercaron los discípulos a Jesús y le preguntaron: –¿Dónde quieres que te preparemos la cena de pascua?,"Tru Pirri Levaduragaig Maig Fiesta pølbasrøb gwaløm Jesúswei kusrenanøb pera uniilø nun kemallabe, trencha payibelø gøn: —¿Pascua mamigwan ñuimbe nambe chu tamaramø?— cha.",bible,Mateo 26 - 17
927,"El contestó: –Vayan a la ciudad, a casa de Fulano, y díganle: «El maestro dice: Se acerca el momento, y quiero celebrar la pascua en tu casa con mis discípulos».",Inchene nøbe trenchibig køn: —Ciudayu kan møweimay ambabe trenchinrrigay cha: “Kusrennøbiibe trendan cha: 'Nai urabe yandø puin gøn' cha. 'Pascua maramigwan nai kusrenanøb pera uniiløba ñui yau martrab' tan”— cha.,bible,Mateo 26 - 18
928,Ellos hicieron lo que Jesús les había mandado y prepararon la cena de pascua.,"Inchen nui kusrenanøb pera uniiløbe Jesús maig karuigwan mara, tru Pascuan tamarøbelø gøn.",bible,Mateo 26 - 19
929,"Al atardecer, se puso a la mesa con los Doce,","Inchen yandø yem gøben, nui kusrenanøb pera uniiløba mishatsigu wawa,",bible,Mateo 26 - 20
930,y mientras cenaban les dijo: –Les aseguro que uno de ustedes me va a entregar.,"mab wappe, trenchibig køn: —Pøs nabe ñimun trendamønrrun cha: Ñim møikkøsrøn nan ashig kømui inchibelaingatø misra, nan trannrrab gøn— cha.",bible,Mateo 26 - 21
931,"Muy entristecidos, se pusieron a decirle uno por uno: –¿Acaso soy yo, Señor?","Inchen nømbe truba rruba isui incha, kan gan nun payib mendabelø gøn: —¿Señor, kabe na gøbra chinderah?— chib.",bible,Mateo 26 - 22
932,"Jesús respondió: –El que come en el mismo plato que yo, ése me entregará.","Inchen Jesúsbe trencha løtabig køn: —Kan møikkøsrøn pirriwan i nindagutøwei naba kebishibig, truig nan ashig kømui inchibelaingatø misra, trannrrautan cha.",bible,Mateo 26 - 23
933,"El Hijo del hombre se va, tal como está escrito de él; pero ¡ay de aquél que entrega al Hijo del hombre! ¡Más le valdría a ese hombre no haber nacido!","Tru Møg Misra Arrubiibe Tiuswei wamwan pørigu maig pørig basrøben, truwan pureb iben, trune ¡tru møg waacha! tru Møg Misra Arrubigwan ashig kømui inchibelan trannrrabigweimburappe, yeekkucha gúita chibig køn, trembe truibe kal-lamuig kuinguen søl gøbsruinrrun— cha.",bible,Mateo 26 - 24
934,"Entonces preguntó Judas, el traidor: –¿Soy yo acaso, maestro? Y Jesús le respondió: –Tú lo has dicho.","Inchen tru Judas, tru ashig kømui inchibelaingatø misra trannrrabiibe: —¿Kusrennøbig, kabe na gøbra chinderah?— cha payene, Jesúsbe: —Ñibe sølwein dan— chibig køn.",bible,Mateo 26 - 25
935,"Durante la cena, Jesús tomó pan, pronunció la bendición, lo partió y dándolo a sus discípulos, dijo: –Tomen y coman; esto es mi cuerpo.","Incha mab purrappatø, Jesúsbe pirriwan muta, Tiuswan ‘mayanguen pay’ cha, pirisha, nui kusrenanøb pera uniilan trenchib srørrøbig køn: —Cha, may cha. Iibe nai asr køn— cha.",bible,Mateo 26 - 26
936,"Tomó luego un cáliz y, después de dar gracias, lo dio a los discípulos diciendo: –Beban todos de él,","Incha katø copan muta, Tiuswan ‘mayanguen pay’ cha, nømun trenchib purøørøbig køn: —Søteeløba i copayuigwan mutsay cha.",bible,Mateo 26 - 27
937,"porque ésta es mi sangre, la sangre de la alianza, que se derrama por todos para el perdón de los pecados.","Kaguende iig, nai animbe, Tius tru misagweyasig srø acuerdon mari anin gøn cha. Tru animbe truba nu misagweyasig kaig mariilan ulø baymø pesannaig kønrrai lusig køn cha.",bible,Mateo 26 - 28
938,Les digo que a partir de ahora no beberé más de este fruto de la vid hasta el día aquel en que beba con ustedes un vino nuevo en el reino de mi Padre.,"Incha nabe ñimun trendamønrrun chibig køn: Uvas piwane mas muchimumønrrun cha, nai Møskai nø ashib karub waisrø katøyug ñimba mutsam gwalømgatig.—",bible,Mateo 26 - 29
939,"Y después de cantar los himnos, salieron hacia el monte de los Olivos.","Incha yandø kan himnon chab cantawabe, Olivos Tunsrømay amba,",bible,Mateo 26 - 30
940,"Entonces Jesús les dijo: –Esta noche seré ocasión de tropiezo para todos ustedes, porque está escrito: Heriré al pastor, y se dispersarán las ovejas del rebaño.","Jesúsbe trenchibig køn: —Ñimbe mayeeløba nagurrindø møi yembe nainug isua pønrraigwan trubishinrrun cha. Kaguende Tiuswei wamwan pørigu øyeeg chibig pørig pasran cha: Ubisha ashibigwan na kweechen, ubishamerabe nøørøtø chab lulrrun, chibig.",bible,Mateo 26 - 31
941,"Pero después de resucitar, me encontraré de nuevo con ustedes en Galilea.","Inchendø nabe katøyug øsiirappe, ñimguen ammøwatø, nabe Galileasrømay yamønrrun— chibig køn.",bible,Mateo 26 - 32
942,"Pedro le respondió: –Aunque seas ocasión de tropiezo para todos, no lo serás para mí.","Inchen Pedrobe trenchibig køn: —Mayeeløba ñuinug isua pønrraigwan trubisaingucha, na gúimbe managuen tarømisrmumønrrun— cha.",bible,Mateo 26 - 33
943,"Jesús le dijo: –Te aseguro que esta misma noche, antes que el gallo cante, me habrás negado tres veces.","Inchen Jesúsbe nune trenchibig køn: —Pøs nabe cierton ñun trendamønrrun cha: Møi yemdøweinguen kallu wamømøwatø, ñibe pønmayguen nan ‘ashmíig kur’ chinrrautan— cha.",bible,Mateo 26 - 34
944,"Pedro le contestó: –Aunque tenga que morir contigo, jamás te negaré. Y lo mismo dijeron todos los discípulos.","Inchen Pedrobe trenchibig køn: —Ñiba nan kwamig nebuinguen, nabe managuen ñun ‘ashmíig kur’ chimumønrrun— cha. Inchen mayeeløba nui kusrenanøb pera uniiløgucha treetøwein chibelø gøn.",bible,Mateo 26 - 35
945,"Entonces fue Jesús con sus discípulos a un huerto llamado Getsemaní, y les dijo: –Siéntense aquí mientras voy a orar un poco más allá.","Incha Jesúsbe nui kusrenanøb pera uniiløba, kanbalø Getsemaní taisrømay ambabe, trenchibig køn: —Yu purramisray cha, na øsrø nai Møskaimba waminchab yamne.—",bible,Mateo 26 - 36
946,"Llevó consigo a Pedro y a los dos hijos de Zebedeo; comenzó a sentir tristeza y angustia,","Incha Pedronba, Zebedeowei nusrkalan pailanba pera yabe, truba isui, ni mumayguen tab gømui inchib menda,",bible,Mateo 26 - 37
947,"y les dijo: –Me muero de tristeza, quédense aquí y velen conmigo.","trenchibig køn: —Nai manrraube isubiitø kwabguen ka kwamdiig køtan cha. Ñimbe yutø kørrømisra, naba ñimgucha kimø, purray— chibig køn.",bible,Mateo 26 - 38
948,"Después, avanzando un poco más, cayó rostro en tierra y suplicaba así: –Padre mío, si es posible, aleja de mí este cáliz de amargura; pero no se haga como yo quiero, sino como quieres tú.","Incha Jesúsbe katøguchi ambuurø ya, nui maløwan piraugatig kebachib sraløptinchabe, trenchib Tius Møskaimba waminchibig køn: —Nai Møskai, i copan nan tarømartra cha. Inchendø na maig isuig køben, treeg kønrrain gømøtø, ñun maig maramdiig køben, treeg kønrrain— cha.",bible,Mateo 26 - 39
949,Regresó junto a los discípulos y los encontró dormidos. Entonces dijo a Pedro: –¿De modo que no han podido velar conmigo ni siquiera una hora?,"Incha gatø nui kusrenanøb pera uniilaimay arrua, kib purrai wetørrawabe, Pedrone trenchibig køn: —¿Kan uratøguen kimø, naba kasrig burrønrrab gaimatirru? cha.",bible,Mateo 26 - 40
950,"Velen y oren, para que puedan afrontar la prueba; pues el espíritu está bien dispuesto, pero la carne es débil.","Kimø, Tiusba waminchib purray chibig køn, chiyugøben kaigyu kegørrømønrrappe. Ñimbe tabigwan martrabwei isuingucha, ñimui asrbe kullaguig køn— cha.",bible,Mateo 26 - 41
951,"Se alejó de nuevo por segunda vez y volvió a orar así: –Padre mío, si no es posible evitar que yo beba este cáliz de amargura, hágase tu voluntad.","Incha katøle Jesús Tius Møskaimba waminchab ya, trenchibig køn: —Nai Møskai, i copan na muchimønrrai tarømaramgaig købene, trube, ñun maig maramdiig køben treeg martra— cha.",bible,Mateo 26 - 42
952,"Regresó y volvió a encontrarlos dormidos, porque sus ojos se cerraban de sueño.","Incha katø arruabe, katøguen nui kusrenanøb pera uniilane kiptøweim burrain gúi wetørrabig køn, kaguende nømui kabmerabe kigøbiitø ke kanain burrøwa.",bible,Mateo 26 - 43
953,"Los dejó y volvió a orar por tercera vez, repitiendo las mismas palabras.","Incha nømun purramnetø katø pønmay gønrrabyu Tius Møskaimba waminchab ya, srøsrø mandø wamindig treetøwein chib waminchibig køn.",bible,Mateo 26 - 44
954,Entonces regresó donde estaban los discípulos y les dijo: –¿Todavía están durmiendo y descansando? Ha llegado la hora y el Hijo del hombre va a ser entregado en manos de los pecadores.,"Incha nui kusrenanøb pera uniilaimay arruabe, trenchibig køn: —¿Katøgucha ñimgan israb, kib srø warøtirru? cha. Yandø ura pun cha, tru Møg Misra Arrubigwan kaig marøbelai tasku tranamig.",bible,Mateo 26 - 45
955,"Vamos, levántense. Ya está aquí el que me va a entregar.","¡Kurray, chibig køn, amrrab! cha. Nan ashig kømui inchibelaingatø pasramisrøbig nan trannrrab arrubguen indan cha. ¡Asay!— chibig køn.",bible,Mateo 26 - 46
956,"Aún estaba hablando Jesús cuando llegó Judas, uno de los Doce, y con él un gran tumulto de gente con espadas y palos, enviados por los jefes de los sacerdotes y los ancianos del pueblo.","Jesús waminchib pasramne, Judas, tru doce kusrenanøb pera uniilai utuibe truba rruba nu misaaba arrubig køn, nømbe espadamera gøben, tsiimera gøben sruargue. Truiløbe sacerdotesmeran karubeløba, misagwan karubelø kølli misaameraba misra, karua øriilø gøbig køn.",bible,Mateo 26 - 47
957,"El traidor les había dado esta señal: «Al que yo bese, ése es; arréstenlo».","Tru Judas Jesúswan ashig kømui inchibelaingatø pasramisrøbiibe nømune: “Merrarramig kuitamab ñim ashchai, na chi señal gøsrøn maren, ashib pønrrønrrigay cha, eshkain gøbig køn. Tru na muchaig, truig kønrrun cha. Kemørtrigay” cha.",bible,Mateo 26 - 48
958,"En cuanto llegó, se acercó a Jesús y le dijo: –¡Qué tal, maestro! Y lo besó.","Incha Judasbe møi møi Jesúsweim bulu kemallib trenchibig køn: —¡Kusrennøbig, yandø yem gøn!— cha. Incha muchabene,",bible,Mateo 26 - 49
959,"Jesús le dijo: –Amigo, ¡a lo que has venido! Entonces, se abalanzaron sobre Jesús, lo agarraron y lo arrestaron.","Jesúsbe trenchibig køn: —Nai trendø lincha uñibig, chi martrab arruabe, mar— cha. Inchen kaneløbe kemalla, Jesúswan kemøra, sruamrrab merrarrabelø gøn.",bible,Mateo 26 - 50
960,"Uno de los que estaban con Jesús sacó su espada y, dando un golpe al criado del sumo sacerdote, le cortó una oreja.","Inchen møikkøsrøn Jesúsba pasrabiibe espadan wesrub, maya sacerdotesmeran nø garub sacerdotei karuindiig megabigwan kaluwan kelarrab lutiichiptinchibig køn.",bible,Mateo 26 - 51
961,"Jesús le dijo: –Guarda tu espada, que todo el que pelea con espada, a espada morirá.","Inchen Jesúsbe trenchibig køn: —Ñui espadane wayinug way cha. Kaguende mutøgucha espadatøga kwayabiibe, espadatøgatøwei kweetsig kønrrun cha.",bible,Mateo 26 - 52
962,"¿O crees que no puedo acudir a mi Padre, que pondría en seguida a mi disposición más de doce legiones de ángeles?","Ñi isubgan nai Møskawan miamønrraitamatirru cha. Na miabene, nøbe møindøweinguen ángelesmera muguen nebua muntsamgaig ørøbsruinrrun cha.",bible,Mateo 26 - 53
963,"Pero, ¿cómo se cumplirían las Escrituras, según las cuales tiene que suceder así?","Pøs treeg købene, Tiuswei wamwan pørigu øyeeg purainrrun daibe, trube, ¿chincha burainrrab gø?— cha.",bible,Mateo 26 - 54
964,"Luego se dirigió a la gente y dijo: –Han salido a detenerme con espadas y palos como si fuera un bandido. A diario me sentaba en el templo para enseñar, y no me arrestaron.","Incha tru urastø Jesúsbe misaameran payibig køn: —¿Chindimbarre ñimbe espadamera gøben, tsiimera gøben sruar werrugue cha, nan kemørtrab, nabe kan niliig kui lata? Nabe kwalømmørig Tiuswei yau kusrennøb waben, ñimbe managuen nane kemørmuig køn chibig køn.",bible,Mateo 26 - 55
965,Pero todo esto ha ocurrido para que se cumpla lo que escribieron los profetas. Entonces todos los discípulos lo abandonaron y huyeron.,"Inchendø iig kerrigu øyeeg nebuppe, Tius maig karuigwan eshkabelø Tiuswei wamwan pørigu maig taig treeg nebunrrain gúig køn— cha. Inchen nui kusrenanøb pera uniiløbe nundø elachippa, mayeeløba chab luløptinchibelø gøn.",bible,Mateo 26 - 56
966,"Los que arrestaron a Jesús lo llevaron a casa del sumo sacerdote Caifás, donde estaban reunidos los maestros de la ley y los ancianos.","Incha Jesúswan merrarrabeløbe tru maya sacerdotesmeran nø garub sacerdote Caifáswei yamay nune srua ambubelø gøn, tru Moisés pørigwan kusrenanøbeløba, misagwan karubelø kølli misaameraba tulundzuna pasrainuumay.",bible,Mateo 26 - 57
967,Pedro lo seguía de lejos hasta el palacio del sumo sacerdote; entró y se sentó con los criados para ver cómo terminaba todo.,"Inchen Pedrobe Jesúswei wendau yaptø, yaptø tru maya sacerdotesmeran nø garub sacerdotei ya wambiisrøngatig ya, umbu kebyabe, tru ashchay pønsraig pønrrabeløba wabig køn maig kørrømisrtashchab ashchab.",bible,Mateo 26 - 58
968,Los jefes de los sacerdotes y todo el Consejo de Ancianos buscaban una acusación falsa contra Jesús con intención de darle muerte.,"Inchen sacerdotesmeran karubeløba, tru Setenteelø maig maramigwan asha marøbelø mayeeløbabe Jesúswan kwanrrai pasrtrab møilan gøben ‘Jesúsbe kaig maren, nambe ashibwei indig køn’ chib isa waminchabelø labendø,",bible,Mateo 26 - 59
969,"Pero no la encontraron, a pesar de que se presentaron muchos testigos falsos. Al fin se presentaron dos,","wetørranrrab gaimabelø gøn, møiløgøben ‘øyeeg køn’ chib, ‘øyeeg marøbig køn’ chib isa waminchibelø, truba werruppe werrubendø. Yandø truinchib gøptø, pailø werrua,",bible,Mateo 26 - 60
970,"que declararon: –Este ha dicho: «Puedo destruir el templo de Dios, y reconstruirlo en tres días».","trenchibelø gøn: —I møøbe øyah taig køn cha: “Nabe Tiuswei yawan pøtiicha, pøn gwalømyutø gatø mara basramønrrun”— cha.",bible,Mateo 26 - 61
971,Entonces el sumo sacerdote tomó la palabra y le preguntó: –¿No respondes nada? ¿De qué te acusan éstos?,"Inchen tru maya sacerdotesmeran nø garub sacerdote Caifásbe kurra, Jesúswan payibig køn: —¿Chigucha løtømønrrapteh? cha. ¿Ñune øyeebe chi galø maran charre inchib gøh?— cha.",bible,Mateo 26 - 62
972,"Pero Jesús callaba. El sumo sacerdote le dijo: –Te conjuro por Dios vivo; dinos si tú eres el Mesías, el Hijo de Dios.","Inchen trendaingucha, Jesúsbe chigucha løtømuben, tru maya sacerdotesmeran nø garub sacerdotebe trenchibig køn: —Øsig wab Tiuswei munchiyu nabe ñun, ñi Cristo Tiuswei Nusrkain guabe, ‘truig kur’ cha, namun eshkau tamønrrun— cha.",bible,Mateo 26 - 63
973,"Jesús le respondió: –Tú lo has dicho; y además les digo que a partir de ahora verán al Hijo del hombre sentado a la derecha del Todopoderoso, y que viene sobre las nubes del cielo.","Inchene Jesúsbe trencha løtabig køn: —Ñitøweinguen chab rrendan cha. Katø nabe ñimune trendamønrrun cha: Møg Misra Arrubiibe tru maramburab marøb Tiuswei kusrmay waben ñim ashib, katø srømbalasrøngurri wañiyu arruben ashib inchun— cha.",bible,Mateo 26 - 64
974,Entonces el sumo sacerdote rasgó sus vestiduras y dijo: –¡Ha blasfemado! ¿Qué necesidad tenemos ya de testigos? Acaban de oír la blasfemia.,"Inchen tru maya sacerdotesmeran nø garub sacerdotebe nui kewagúigwandøwei kølsrøb, trenchibig køn: —I møøbe Tiuswane purø rrømbøig waman cha. ¿Namun nuimburab waminchabelø mas chiwein gúi palønrrab gø? cha. Ñimdøweinguen Tiuswan tru purø rrømbøig wamab wamindigwan møran chibig køn.",bible,Mateo 26 - 65
975,¿Qué les parece? Ellos respondieron: –Merece la muerte.,"Incha ¿ñimune maig asønata?— chiben, nømbe trencha løtabelø gøn: —Kaigwein gøn cha. Kwabash— cha.",bible,Mateo 26 - 66
976,"Entonces se pusieron a escupirlo en la cara y a darle bofetadas; otros lo golpeaban,","Inchen nømbe malau illimbi itøtutamba, kurramba inchen, katøganeløbe pashaguchib",bible,Mateo 26 - 67
977,"diciendo: –Mesías, adivina quién te ha golpeado.","trenchibelø gøn: —¡Cristo, mu gurragutsin gúi, namun kelarrab eshkau bøs!— chib.",bible,Mateo 26 - 68
978,"Pedro estaba afuera, sentado en el patio. Se le acercó una criada y le dijo: –Tú también estabas con Jesús, el Galileo.","Inchen Pedrobe ya wambig wabene, kan mendig megabig srusrø kemallabe, trenchibig køn: —Ñigucha galileasriig Jesúsba uñibig kuig kømøh— cha.",bible,Mateo 26 - 69
979,"Pero él lo negó ante todos, diciendo: –No sé de qué me hablas.",Inchen Pedrobe mayeelai merrab ‘ashmíig kur’ chib trenchibig køn: —Ñibe ni chi waminchib pasrainguen mørmur— cha.,bible,Mateo 26 - 70
980,"Salió después al portal, lo vio otra criada y dijo a los que estaban allí: –Este andaba con Jesús de Nazaret.","Incha yaskabyu Pedro webibene, katøgan srusrø nun ashabe, katøganelan trenchibig køn: —Øikkucha Nazaretsrø Jesúsba uñibig kuig kømøh— cha.",bible,Mateo 26 - 71
981,Y por segunda vez negó con juramento: –Yo no conozco a ese hombre.,"Inchene Pedrobe katøyug: —‘Tiusken ashen, katø nabe isa waminchibgucha basrømur’ chib, trenchibig køn. Nabe tru møwane ashmíig kur— cha.",bible,Mateo 26 - 72
982,Poco después se acercaron a Pedro los que estaban allí y le dijeron: –No hay duda de que tú eres uno de ellos; se nota en tu acento.,"Inchen yanayu truyu purrabeløbe Pedron kemallabe, trenchibelø gøn: —Isa gømø, ñigucha truilai utuigwein gøn cha. Waminchibyutøguen møramdiig waminchibig køn— cha.",bible,Mateo 26 - 73
983,Entonces él se puso a maldecir y a jurar: –¡No conozco a ese hombre! Inmediatamente cantó un gallo.,"Inchen Pedrobe: —‘Na isab pasraig købene, trube, nan chigøben nebunrrappe nebubash chib, Tiusken ashen katø nabe isa waminchibgucha basrømur chibig køn’. Tru møwane nabe ashmíig kur— chib. Inchen tru urastø kan kallu wamaptinchen,",bible,Mateo 26 - 74
984,"Pedro recordó lo que Jesús le había dicho: «Antes que cante el gallo, me habrás negado tres veces». Y saliendo afuera, lloró amargamente.","Pedrobe Jesús øyah taig kømørramab isuptinchibig køn: “Kalluguen wamømøwatø, ñibe nan pønmayguen ashmíig kur chinrrun”, daigwan. Incha Pedrobe truyugurri webya, truba rruba isuig kishibig køn.",bible,Mateo 26 - 75
985,"Cuando amaneció, todos los jefes de los sacerdotes y los ancianos del pueblo tomaron la decisión de matar a Jesús.","Yandø tør-rraben, sacerdotesmeran karubeløba, misagwan karubelø kølli misaameraba mayeelø Jesúswan kwetchab treeg martrab kandø isua bønrramisrøbelø gøn.",bible,Mateo 27 - 1
986,"Lo llevaron atado y lo entregaron a Pilato, el gobernador.","Inchen nun lusra, srua amba, kubenadur Pilaton tranøbelø gøn.",bible,Mateo 27 - 2
987,"Mientras tanto, Judas, el traidor, al ver que habían condenado a Jesús, sintió remordimiento y devolvió las treinta monedas de plata a los jefes de los sacerdotes y a los ancianos","Judas, tru Jesúswan ashig kømui inchibelaingatø pasramisrøbiibe, Jesúswan kwanrrai pasrig kui ashabe, treeg marmumøtømab, truba rruba isua, sacerdotesmeran karubelanba, misagwan karubelø kølli misaameranba tru an treintan",bible,Mateo 27 - 3
988,diciendo: –He pecado entregando a un inocente. Ellos contestaron: –¿A nosotros qué nos importa? Allá tú.,"trenchib katø kebusrøbig køn: —Nabe kaig marar cha, chi kaig marmø møwan kwanrrai tranøb.— Inchene nømbe trencha løtabelø gøn: —Øibe ñuimburab gøn cha, namune trunune manguaasamø— cha.",bible,Mateo 27 - 4
989,"Entonces Judas, arrojando en el templo las monedas, se retiró, luego fue y se ahorcó.","Inchene Judasbe anwan Tiuswei yau kebetappa, truyugurri webya yabe, naashigu tsi basra, megamisrøppa, kwaptinchibig køn.",bible,Mateo 27 - 5
990,"Los jefes de los sacerdotes tomaron las monedas y dijeron: –No se pueden echar en el tesoro del templo, porque son precio de sangre.","Inchen tru sacerdotesmeran karubeløbe tru anwan tulishabe, trenchibelø gøn: —I anbe yandø ani lushaig kaig an gøn cha, Tiusweyasig an pusrinuube pusrmønrrai, merig køn— cha.",bible,Mateo 27 - 6
991,"Y después de deliberar, compraron con ellas el campo del alfarero para sepultura de los extranjeros.","Incha nømbe tru andøga køtsø marøbigwei tulwan penønrrab cha, treeg martrab kandø isua kørrømisrøbelø gøn, tru peesrøngurri amrrub misaameran søramig tøgagønrrab cha.",bible,Mateo 27 - 7
992,"Por eso, aquel campo se llama hasta hoy «Campo de sangre».",Inchawei tru pirøbe møin gwalømgatig “Ani Lusra Tul” cha wamig køn.,bible,Mateo 27 - 8
993,"Así se cumplió lo anunciado por el profeta Jeremías: Tomaron las treinta monedas de plata, precio que le pusieron los hijos de Israel,","Øyamay tru Tius maig karuigwan eshkabig Jeremías øyah taig treeg nebuig køn: “Tru an treinta, tru israelitasmera nune an øya pagaranrrab taig anwan nøm srua bønrramisra,",bible,Mateo 27 - 9
994,"y compraron el campo del alfarero, según lo que me mandó el Señor.","trutøgabe køtsø marøbigwei tulwan penan daig, Señor nan maig karuig køben treeg” taig.",bible,Mateo 27 - 10
